date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,tail_reg_updated,match_strategy,matched_dep_flight,matched_dep_tail,matched_turnaround_min,icao_cat,cbp_flag,gate
01-Apr-26,13:05,EI353,Munich�(MUC),MUC,Aer Lingus,A320,EI-DVH,EI-DVH,exact_tail_25min_5hr,EI756,EI-DVH,140,C,FALSE,
01-Apr-26,13:05,FR663,Birmingham�(BHX),BHX,Ryanair,B738,SP-RKM,SP-RKM,exact_tail_25min_5hr,FR1452,SP-RKM,95,C,FALSE,
01-Apr-26,13:05,FR2702,Seville�(SVQ),SVQ,Ryanair,B38M,EI-IFS,EI-IFS,exact_tail_25min_5hr,FR337,EI-IFS,70,C,FALSE,
01-Apr-26,13:05,FR7359,Bari�(BRI),BRI,Ryanair,B38M,EI-IHC,EI-IHC,exact_tail_25min_5hr,FR118,EI-IHC,35,C,FALSE,
01-Apr-26,13:10,FR1112,London�(LGW),LGW,Ryanair,B738,9H-QCT,9H-QCT,exact_tail_25min_5hr,FR5151,9H-QCT,65,C,FALSE,
01-Apr-26,13:15,EI50,Las Vegas�(LAS),LAS,Aer Lingus,A332,EI-DUO,EI-DUO,exact_tail_25min_5hr,EI53,EI-DUO,130,E,TRUE,
01-Apr-26,13:15,EI3323,Manchester�(MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,EI-HNA,exact_tail_25min_5hr,EA3224,EI-HNA,50,B,FALSE,
01-Apr-26,13:15,FR443,Liverpool�(LPL),LPL,Ryanair,B738,EI-DLD,EI-DLD,exact_tail_25min_5hr,FR444,EI-DLD,25,C,FALSE,
01-Apr-26,13:15,FR5020,Pisa�(PSA),PSA,Ryanair,B38M,EI-IHY,EI-IHY,exact_tail_25min_5hr,FR9473,EI-IHY,45,C,FALSE,
01-Apr-26,13:25,EI643,Prague�(PRG),PRG,Aer Lingus,A320,EI-EDS,EI-EDS,exact_tail_25min_5hr,EI748,EI-EDS,55,C,FALSE,
01-Apr-26,13:25,FR5569,Rome�(FCO),FCO,Ryanair,B38M,EI-HMZ,EI-HMZ,exact_tail_25min_5hr,FR812,EI-HMZ,65,C,FALSE,
01-Apr-26,13:25,LG4883,Luxembourg�(LUX),LUX,Luxair,DH8D,LX-LQB,LX-LQB,exact_tail_25min_5hr,LG4884,LX-LQB,50,B,FALSE,
01-Apr-26,13:30,EI159,London�(LHR),LHR,Aer Lingus,A20N,EI-NSH,EI-NSH,exact_tail_25min_5hr,EI168,EI-NSH,60,C,FALSE,
01-Apr-26,13:35,EI403,Rome�(FCO),FCO,Aer Lingus,A320,EI-EDP,EI-EDP,exact_tail_25min_5hr,EI778,EI-EDP,85,C,FALSE,
01-Apr-26,13:35,FR7379,Marrakesh�(RAK),RAK,Ryanair,B738,SP-RNS,SP-RNS,exact_tail_25min_5hr,FR4784,SP-RNS,45,C,FALSE,
01-Apr-26,13:40,EI661,Vienna�(VIE),VIE,Aer Lingus,A320,EI-DVL,EI-DVL,exact_tail_25min_5hr,,EI-DVL,140,C,FALSE,
01-Apr-26,13:40,EA3253,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,EI-FAT,exact_tail_25min_5hr,EI3330,EI-FAT,25,B,FALSE,
01-Apr-26,13:45,EI3265,Birmingham�(BHX),BHX,Aer Lingus Regional,AT76,EI-GZV,EI-GZV,exact_tail_25min_5hr,EA3286,EI-GZV,55,B,FALSE,
01-Apr-26,14:00,EI605,Amsterdam�(AMS),AMS,Aer Lingus,A21N,EI-XLW,EI-XLW,exact_tail_25min_5hr,EI87,EI-XLW,100,C,FALSE,
01-Apr-26,14:05,EI451,Naples�(NAP),NAP,Aer Lingus,A320,EI-GAL,EI-GAL,exact_tail_25min_5hr,EI764,EI-GAL,55,C,FALSE,
01-Apr-26,14:10,EI525,Paris�(CDG),CDG,Aer Lingus,A21N,EI-LRA,EI-LRA,exact_tail_25min_5hr,EI107,EI-LRA,155,C,FALSE,
01-Apr-26,14:10,FR11,Madrid�(MAD),MAD,Ryanair,B38M,EI-HGY,EI-HGY,exact_tail_25min_5hr,FR495,EI-HGY,70,C,FALSE,
01-Apr-26,14:15,FR9583,Iasi�(IAS),IAS,Ryanair,B38M,EI-IHM,EI-ILC,airline+aircraft+time,FR8130,EI-ILC,115,C,FALSE,
01-Apr-26,14:20,EI3193,Liverpool�(LPL),LPL,Aer Lingus Regional,AT76,EI-GPN,EI-GPN,exact_tail_25min_5hr,EA3242,EI-GPN,50,B,FALSE,
01-Apr-26,14:20,EA3267,Birmingham�(BHX),BHX,Aer Lingus Regional,AT76,EI-HPJ,EI-HPJ,exact_tail_25min_5hr,,EI-HPJ,25,B,FALSE,
01-Apr-26,14:25,FR3994,Agadir�(AGA),AGA,Ryanair,B738,EI-EVJ,EI-EVJ,exact_tail_25min_5hr,FR5242,EI-EVJ,35,C,FALSE,
01-Apr-26,14:30,FR117,London�(LGW),LGW,Ryanair,B738,9H-QAL,9H-QAL,exact_tail_25min_5hr,FR3100,9H-QAL,55,C,FALSE,
01-Apr-26,14:30,FR203,London�(STN),STN,Ryanair,B738,9H-QCF,9H-QCF,exact_tail_25min_5hr,FR120,9H-QCF,70,C,FALSE,
01-Apr-26,14:35,BA830,London�(LHR),LHR,British Airways,A21N,G-NEOV,G-NEOV,exact_tail_25min_5hr,BA831,G-NEOV,50,C,FALSE,
01-Apr-26,14:35,EA3227,Glasgow�(GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,EI-HPK,exact_tail_25min_5hr,,EI-HPK,30,B,FALSE,
01-Apr-26,14:40,EA3255,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-HDK,EI-HDK,exact_tail_25min_5hr,EA3930,EI-HDK,60,B,FALSE,
01-Apr-26,14:45,EI493,Faro�(FAO),FAO,Aer Lingus,A320,EI-DVE,EI-DVE,exact_tail_25min_5hr,EI348,EI-DVE,135,C,FALSE,
01-Apr-26,14:45,EI581,Malaga�(AGP),AGP,Aer Lingus,A333,EI-FNG,EI-FNG,exact_tail_25min_5hr,EI137,EI-FNG,120,E,FALSE,
01-Apr-26,14:45,FR327,Bucharest�(OTP),OTP,Ryanair,B38M,9H-VVJ,9H-VVJ,exact_tail_25min_5hr,FR7121,9H-VVJ,75,C,FALSE,
01-Apr-26,14:50,EI163,London�(LHR),LHR,Aer Lingus,A20N,EI-NSE,EI-NSE,exact_tail_25min_5hr,EI172,EI-NSE,65,C,FALSE,
01-Apr-26,14:50,EI393,Hamburg�(HAM),HAM,Aer Lingus,A320,EI-DEI,EI-DEI,,,,,C,FALSE,
01-Apr-26,14:50,EI673,Budapest�(BUD),BUD,Aer Lingus,A320,EI-DVK,EI-DVK,exact_tail_25min_5hr,EI586,EI-DVK,80,C,FALSE,
01-Apr-26,14:50,FR557,Manchester�(MAN),MAN,Ryanair,B738,EI-DPN,EI-DPN,exact_tail_25min_5hr,FR9611,EI-DPN,25,C,FALSE,
01-Apr-26,15:00,H4473,Chisinau�(RMO),RMO,HiSky,A320,YR-SKY,YR-SKY,exact_tail_25min_5hr,H4244,YR-SKY,50,C,FALSE,
01-Apr-26,15:05,BA4464,London�(LCY),LCY,British Airways,E190,G-LCYP,G-LCYP,exact_tail_25min_5hr,BA4467,G-LCYP,40,C,FALSE,
01-Apr-26,15:05,FR507,Bristol�(BRS),BRS,Ryanair,B38M,EI-IJA,EI-IJA,exact_tail_25min_5hr,FR506,EI-IJA,25,C,FALSE,
01-Apr-26,15:05,FR7033,Faro�(FAO),FAO,Ryanair,B38M,EI-HMW,EI-HMW,exact_tail_25min_5hr,FR1390,EI-HMW,90,C,FALSE,
01-Apr-26,15:10,EI533,Toulouse�(TLS),TLS,Aer Lingus,A320,EI-DEJ,EI-DEJ,exact_tail_25min_5hr,EI698,EI-DEJ,145,C,FALSE,
01-Apr-26,15:10,FR331,London�(LTN),LTN,Ryanair,B38M,EI-ILJ,EI-ILJ,exact_tail_25min_5hr,FR666,EI-ILJ,60,C,FALSE,
01-Apr-26,15:10,FR5556,Tenerife�(TFS),TFS,Ryanair,B38M,EI-HEN,EI-HEN,exact_tail_25min_5hr,FR7124,EI-HEN,55,C,FALSE,
01-Apr-26,15:16,UNI135,Innsbruck�(INN),INN,Unicair,LJ45,D-CHLP,D-CHLP,exact_tail_25min_5hr,UNI135,D-CHLP,134,C,FALSE,
01-Apr-26,15:25,AF1816,Paris�(CDG),CDG,Air France,BCS3,F-HZUJ,F-HZUJ,exact_tail_25min_5hr,AF1817,F-HZUJ,55,C,FALSE,
01-Apr-26,15:25,FR7236,Malta�(MLA),MLA,Ryanair,B738,EI-EBY,EI-EBY,exact_tail_25min_5hr,FR204,EI-EBY,50,C,FALSE,
01-Apr-26,15:25,QR17,Doha�(DOH),DOH,Qatar Airways,B789,A7-BHK,A7-BHK,,,,,E,FALSE,
01-Apr-26,15:30,EI209,Manchester�(MAN),MAN,Aer Lingus,A320,EI-DEK,EI-DEK,exact_tail_25min_5hr,EI656,EI-DEK,80,C,FALSE,
01-Apr-26,15:30,FR153,Leeds�(LBA),LBA,Ryanair,B738,9H-QAD,9H-QAD,exact_tail_25min_5hr,FR884,9H-QAD,25,C,FALSE,
01-Apr-26,15:32,,Split�(SPU),SPU,Croatia Airlines,BCS3,9A-CAM,9A-CAM,exact_tail_25min_5hr,OU3501,9A-CAM,38,C,FALSE,
01-Apr-26,15:35,FR3007,Amsterdam�(AMS),AMS,Ryanair,B738,SP-RNP,SP-RNP,exact_tail_25min_5hr,FR5306,SP-RNP,50,C,FALSE,
01-Apr-26,15:45,EI165,London�(LHR),LHR,Aer Lingus,A20N,EI-NSB,EI-NSB,exact_tail_25min_5hr,EI356,EI-NSB,40,C,FALSE,
01-Apr-26,15:55,FR1115,Reus�(REU),REU,Ryanair,B738,SP-RND,SP-RND,exact_tail_25min_5hr,FR3381,SP-RND,95,C,FALSE,
01-Apr-26,16:00,FR1557,Manchester�(MAN),MAN,Ryanair,B738,9H-QBZ,9H-QBZ,exact_tail_25min_5hr,FR1556,9H-QBZ,25,C,FALSE,
01-Apr-26,16:00,TK1977,Istanbul�(IST),IST,Turkish Airlines,B39M,TC-LYA,TC-LYA,exact_tail_25min_5hr,TK1978,TC-LYA,65,C,FALSE,
01-Apr-26,16:05,BA4466,London�(LCY),LCY,British Airways,E190,G-LCYN,G-LCYN,exact_tail_25min_5hr,BA4469,G-LCYN,40,C,FALSE,
01-Apr-26,16:05,FR665,Birmingham�(BHX),BHX,Ryanair,B38M,EI-ILC,EI-IHC,airline+aircraft+time,FR2023,EI-IHC,60,C,FALSE,
01-Apr-26,16:05,FR5911,Lanzarote�(ACE),ACE,Ryanair,B38M,9H-VUQ,9H-VUQ,exact_tail_25min_5hr,FR6130,9H-VUQ,50,C,FALSE,
01-Apr-26,16:10,FR95,Gran Canaria�(LPA),LPA,Ryanair,B38M,9H-VUZ,9H-VUZ,exact_tail_25min_5hr,FR3669,9H-VUZ,50,C,FALSE,
01-Apr-26,16:15,FR1739,Valencia�(VLC),VLC,Ryanair,B38M,EI-HET,EI-HET,exact_tail_25min_5hr,FR6899,EI-HET,40,C,FALSE,
01-Apr-26,16:20,EI777,Lanzarote�(ACE),ACE,Aer Lingus,A320,EI-DES,EI-DES,exact_tail_25min_5hr,EI436,EI-DES,100,C,FALSE,
01-Apr-26,16:35,EI161,London�(LHR),LHR,Aer Lingus,A20N,EI-NSA,EI-NSA,exact_tail_25min_5hr,EI176,EI-NSA,55,C,FALSE,
01-Apr-26,16:35,,Shannon�(SNN),SNN,Aer Lingus,A320,EI-GAM,EI-GAM,exact_tail_overnight_5hr_16hr,EI450,EI-GAM,820,C,FALSE,
01-Apr-26,16:40,FR5150,Glasgow�(GLA),GLA,Ryanair,B738,9H-QCT,9H-QCT,exact_tail_25min_5hr,FR1442,9H-QCT,75,C,FALSE,
01-Apr-26,16:40,KL1141,Amsterdam�(AMS),AMS,KLM,E190,PH-EZN,PH-EZN,exact_tail_25min_5hr,KL1142,PH-EZN,40,C,FALSE,
01-Apr-26,16:45,EA3257,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,EI-GPO,exact_tail_25min_5hr,EA3342,EI-GPO,30,B,FALSE,
01-Apr-26,16:45,FX5201,Liege�(LGG),LGG,FedEx,B763,N107FE,N107FE,exact_tail_25min_5hr,FX5201,N107FE,110,D,FALSE,
01-Apr-26,16:50,LH980,Frankfurt�(FRA),FRA,Lufthansa,A321,D-AIRX,D-AIRX,exact_tail_25min_5hr,LH981,D-AIRX,45,C,FALSE,
01-Apr-26,16:55,VL2518,Munich�(MUC),MUC,Lufthansa City,A20N,D-AIJH,D-AIJH,exact_tail_25min_5hr,VL2519,D-AIJH,50,C,FALSE,
01-Apr-26,17:00,BA832,London�(LHR),LHR,British Airways,A21N,G-TNEJ,G-TNEJ,exact_tail_25min_5hr,BA833,G-TNEJ,50,C,FALSE,
01-Apr-26,17:00,FR119,London�(LGW),LGW,Ryanair,B38M,EI-IHC,EI-IFW,airline+aircraft+time,FR1380,EI-IFW,65,C,FALSE,
01-Apr-26,17:05,EI763,Tenerife�(TFS),TFS,Aer Lingus,A320,EI-DVI,EI-DVI,exact_tail_25min_5hr,EI486,EI-DVI,95,C,FALSE,
01-Apr-26,17:05,FR4785,Newquay�(NQY),NQY,Ryanair,B738,SP-RNS,SP-RNS,exact_tail_25min_5hr,FR7138,SP-RNS,50,C,FALSE,
01-Apr-26,17:05,FR5071,Copenhagen�(CPH),CPH,Ryanair,B38M,EI-IJN,EI-IJN,exact_tail_25min_5hr,FR5070,EI-IJN,25,C,FALSE,
01-Apr-26,17:05,FR6186,Palma de Mallorca�(PMI),PMI,Ryanair,B738,9H-QCO,9H-QCO,exact_tail_25min_5hr,FR8107,9H-QCO,50,C,FALSE,
01-Apr-26,17:10,EI545,Nice�(NCE),NCE,Aer Lingus,A320,EI-DER,EI-DER,exact_tail_25min_5hr,EI336,EI-DER,40,C,FALSE,
01-Apr-26,17:10,FR813,Edinburgh�(EDI),EDI,Ryanair,B38M,EI-HMZ,EI-HMZ,exact_tail_25min_5hr,FR1025,EI-HMZ,25,C,FALSE,
01-Apr-26,17:15,AY1385,Helsinki�(HEL),HEL,Jettime,B738,OY-JZT,OY-JZT,exact_tail_25min_5hr,AY1386,OY-JZT,45,C,FALSE,
01-Apr-26,17:15,EI167,London�(LHR),LHR,Aer Lingus,A20N,EI-NSD,EI-NSD,exact_tail_25min_5hr,EI610,EI-NSD,65,C,FALSE,
01-Apr-26,17:15,EI3225,Glasgow�(GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,EI-HNA,exact_tail_25min_5hr,EA3308,EI-HNA,35,B,FALSE,
01-Apr-26,17:15,FR338,London�(LTN),LTN,Ryanair,B38M,EI-IFS,EI-IFS,exact_tail_25min_5hr,FR831,EI-IFS,30,C,FALSE,
01-Apr-26,17:18,,Exeter�(EXT),EXT,Aer Lingus Regional,AT76,EI-HPK,EI-HPK,exact_tail_25min_5hr,,EI-HPK,32,B,FALSE,
01-Apr-26,17:20,EI527,Paris�(CDG),CDG,Aer Lingus,A320,EI-FNJ,EI-FNJ,exact_tail_25min_5hr,EI638,EI-FNJ,40,C,FALSE,
01-Apr-26,17:20,FR262,Alicante�(ALC),ALC,Ryanair,B38M,9H-VUL,9H-VUL,exact_tail_25min_5hr,FR261,9H-VUL,25,C,FALSE,
01-Apr-26,17:20,EI3331,Exeter�(EXT),EXT,Aer Lingus Regional,AT76,EI-HPK,EI-HPK,exact_tail_25min_5hr,,EI-HPK,30,B,FALSE,
01-Apr-26,17:30,FR1443,Liverpool�(LPL),LPL,Ryanair,B738,9H-QBD,9H-QBD,exact_tail_25min_5hr,FR3780,9H-QBD,55,C,FALSE,
01-Apr-26,17:35,FR7045,Malaga�(AGP),AGP,Ryanair,B738,EI-GXG,EI-GXG,exact_tail_25min_5hr,FR7044,EI-GXG,25,C,FALSE,
01-Apr-26,17:40,EI609,Amsterdam�(AMS),AMS,Aer Lingus,A320,EI-DEP,EI-DEP,exact_tail_25min_5hr,EI528,EI-DEP,50,C,FALSE,
01-Apr-26,17:45,EI405,Rome�(FCO),FCO,Aer Lingus,A320,EI-DEH,EI-DEH,exact_tail_25min_5hr,EI564,EI-DEH,70,C,FALSE,
01-Apr-26,17:45,FR651,Lisbon�(LIS),LIS,Ryanair,B738,SP-RKH,SP-RKH,exact_tail_25min_5hr,FR3102,SP-RKH,30,C,FALSE,
01-Apr-26,17:45,FR9474,Nantes�(NTE),NTE,Ryanair,B38M,EI-IHY,EI-IHY,exact_tail_25min_5hr,FR6907,EI-IHY,25,C,FALSE,
01-Apr-26,17:50,EI3273,Birmingham�(BHX),BHX,Aer Lingus Regional,AT76,EI-FAT,EI-FAT,exact_tail_25min_5hr,,EI-FAT,40,B,FALSE,
01-Apr-26,17:50,FR289,London�(STN),STN,Ryanair,B738,EI-EVT,EI-EVT,exact_tail_25min_5hr,FR290,EI-EVT,25,C,FALSE,
01-Apr-26,17:50,FR4037,Milan�(BGY),BGY,Ryanair,B38M,EI-ILO,EI-ILO,exact_tail_25min_5hr,FR4038,EI-ILO,25,C,FALSE,
01-Apr-26,17:50,LX404,Zurich�(ZRH),ZRH,Swiss,BCS1,HB-JBI,HB-JBI,exact_tail_25min_5hr,LX405,HB-JBI,45,C,FALSE,
01-Apr-26,17:54,5X207,Louisville�(SDF),SDF,UPS,B763,N346UP,N346UP,exact_tail_25min_5hr,5X207,N346UP,121,D,FALSE,
01-Apr-26,17:55,FR312,Stockholm�(ARN),ARN,Ryanair,B38M,EI-IKC,EI-IKC,exact_tail_25min_5hr,FR313,EI-IKC,25,C,FALSE,
01-Apr-26,17:55,FR2191,Zagreb�(ZAG),ZAG,Lauda Europe,A320,9H-LOI,9H-LOI,exact_tail_25min_5hr,FR2192,9H-LOI,25,C,FALSE,
01-Apr-26,17:58,,Birmingham�(BHX),BHX,Aer Lingus Regional,AT76,EI-FAT,EI-FAT,exact_tail_25min_5hr,,EI-FAT,32,B,FALSE,
01-Apr-26,18:00,EI743,Santiago de Compostela�(SCQ),SCQ,Aer Lingus,A320,EI-DEL,EI-DEL,exact_tail_25min_5hr,EI276,EI-DEL,50,C,FALSE,
01-Apr-26,18:00,FR97,Prague�(PRG),PRG,Ryanair,B38M,EI-IFW,EI-IJD,airline+aircraft+time,FR4224,EI-IJD,55,C,FALSE,
01-Apr-26,18:05,EI553,Lyon�(LYS),LYS,Aer Lingus,A320,EI-DEM,EI-DEM,exact_tail_overnight_5hr_16hr,EI482,EI-DEM,815,C,FALSE,
01-Apr-26,18:05,FR7366,Vienna�(VIE),VIE,Ryanair,B738,SP-RKV,SP-RKV,exact_tail_25min_5hr,FR814,SP-RKV,25,C,FALSE,
01-Apr-26,18:05,,Isle of Man�(IOM),IOM,Aer Lingus Regional,AT76,EI-HPJ,EI-HPJ,exact_tail_25min_5hr,,EI-HPJ,45,B,FALSE,
01-Apr-26,18:10,EI3217,Isle of Man�(IOM),IOM,Aer Lingus,AT7,,EI-LRG,,EI109,EI-LRG,95,B,FALSE,
01-Apr-26,18:20,EI169,London�(LHR),LHR,Aer Lingus,A20N,EI-NSH,EI-NSH,exact_tail_25min_5hr,EI182,EI-NSH,40,C,FALSE,
01-Apr-26,18:20,FR5433,Ibiza�(IBZ),IBZ,Ryanair,B738,SP-RKD,SP-RKD,exact_tail_25min_5hr,FR122,SP-RKD,25,C,FALSE,
01-Apr-26,18:20,SK2537,Copenhagen�(CPH),CPH,SAS,A20N,EI-SIB,EI-SIB,exact_tail_25min_5hr,SK2538,EI-SIB,45,C,FALSE,
01-Apr-26,18:25,AF1116,Paris�(CDG),CDG,Air France,BCS3,F-HZUU,F-HZUU,exact_tail_25min_5hr,AF1117,F-HZUU,50,C,FALSE,
01-Apr-26,18:35,EA3931,Newquay�(NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,EI-HDK,exact_tail_25min_5hr,EA3328,EI-HDK,35,B,FALSE,
01-Apr-26,18:40,BA4472,London�(LCY),LCY,British Airways,E190,G-LCYS,G-LCYS,exact_tail_25min_5hr,BA4473,G-LCYS,40,C,FALSE,
01-Apr-26,18:40,FR5307,Kerry�(KIR),KIR,Ryanair,B738,SP-RNP,SP-RNP,exact_tail_25min_5hr,FR6921,SP-RNP,25,C,FALSE,
01-Apr-26,18:40,FR7035,Faro�(FAO),FAO,Ryanair,B738,EI-GXK,EI-GXK,exact_tail_25min_5hr,FR558,EI-GXK,25,C,FALSE,
01-Apr-26,18:45,EA3243,Aberdeen�(ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPN,EI-GPN,exact_tail_25min_5hr,,EI-GPN,35,B,FALSE,
01-Apr-26,18:45,FR1453,Brussels�(BRU),BRU,Ryanair,B738,SP-RKM,SP-RKM,exact_tail_25min_5hr,FR16,SP-RKM,25,C,FALSE,
01-Apr-26,18:50,BA810,London�(LHR),LHR,British Airways,A320,G-EUUJ,G-EUUJ,exact_tail_25min_5hr,BA811,G-EUUJ,55,C,FALSE,
01-Apr-26,18:55,,Shannon�(SNN),SNN,Aer Lingus,A320,EI-GAM,EI-GAM,,,,,C,FALSE,
01-Apr-26,19:00,FR121,London�(LGW),LGW,Ryanair,B738,9H-QCF,9H-QCF,exact_tail_25min_5hr,FR9428,9H-QCF,25,C,FALSE,
01-Apr-26,19:05,FR667,Birmingham�(BHX),BHX,Ryanair,B38M,EI-ILJ,EI-ILJ,exact_tail_25min_5hr,FR7002,EI-ILJ,25,C,FALSE,
01-Apr-26,19:05,FR7407,Palma de Mallorca�(PMI),PMI,Lauda Europe,A320,9H-LMB,9H-LMB,exact_tail_25min_5hr,FR7408,9H-LMB,25,C,FALSE,
01-Apr-26,19:05,SK2565,Stockholm�(ARN),ARN,SAS,A20N,EI-SIU,EI-SIU,exact_tail_25min_5hr,SK2566,EI-SIU,45,C,FALSE,
01-Apr-26,19:10,FR1959,Nice�(NCE),NCE,Ryanair,B738,SP-RSQ,SP-RSQ,exact_tail_25min_5hr,FR126,SP-RSQ,35,C,FALSE,
01-Apr-26,19:10,FR3101,Amsterdam�(AMS),AMS,Ryanair,B738,9H-QAL,9H-QAL,exact_tail_25min_5hr,FR3095,9H-QAL,25,C,FALSE,
01-Apr-26,19:15,EI749,Bilbao�(BIO),BIO,Aer Lingus,A320,EI-EDS,EI-EDS,exact_tail_overnight_5hr_16hr,EI602,EI-EDS,660,C,FALSE,
01-Apr-26,19:15,FR6874,Barcelona�(BCN),BCN,Ryanair,B38M,EI-IJD,EI-HGP,airline+aircraft+time,FR562,EI-HGP,105,C,FALSE,
01-Apr-26,19:20,FR205,London�(STN),STN,Ryanair,B738,EI-DLV,EI-DLV,exact_tail_25min_5hr,FR211,EI-DLV,40,C,FALSE,
01-Apr-26,19:20,FR1924,Warsaw�(WMI),WMI,Ryanair,B738,SP-RSG,SP-RSG,exact_tail_25min_5hr,FR1925,SP-RSG,25,C,FALSE,
01-Apr-26,19:30,BA834,London�(LHR),LHR,British Airways,A20N,G-TTSA,G-TTSA,exact_tail_25min_5hr,BA835,G-TTSA,60,C,FALSE,
01-Apr-26,19:30,BA4468,London�(LCY),LCY,British Airways,E190,G-LCYP,G-LCYP,exact_tail_25min_5hr,BA4471,G-LCYP,40,C,FALSE,
01-Apr-26,19:35,EI173,London�(LHR),LHR,Aer Lingus,A20N,EI-NSE,EI-NSE,exact_tail_overnight_5hr_16hr,EI154,EI-NSE,715,C,FALSE,
01-Apr-26,19:35,FR1861,Paris�(BVA),BVA,Ryanair,B38M,EI-IJZ,EI-IJZ,exact_tail_25min_5hr,FR1860,EI-IJZ,25,C,FALSE,
01-Apr-26,19:35,FR4284,Marseille�(MRS),MRS,Ryanair,B738,EI-DCJ,EI-DCJ,exact_tail_25min_5hr,FR4285,EI-DCJ,25,C,FALSE,
01-Apr-26,20:10,EI585,Malaga�(AGP),AGP,Aer Lingus (Retro livery),A320,EI-DVM,EI-DVM,exact_tail_overnight_5hr_16hr,EI592,EI-DVM,610,C,FALSE,
01-Apr-26,20:10,FR7055,Malaga�(AGP),AGP,Ryanair,B738,EI-DPP,EI-DPP,exact_tail_overnight_5hr_16hr,FR420,EI-DPP,655,C,FALSE,
01-Apr-26,20:10,FR8112,Faro�(FAO),FAO,Ryanair,B738,9H-QBP,9H-QBP,exact_tail_25min_5hr,FR8111,9H-QBP,25,C,FALSE,
01-Apr-26,20:20,DN507,Bucharest�(OTP),OTP,Dan Air,A320,YR-JUL,YR-JUL,exact_tail_25min_5hr,DN408,YR-JUL,45,C,FALSE,
01-Apr-26,20:20,FR5347,Katowice�(KTW),KTW,Ryanair,B738,SP-RNG,SP-RNG,exact_tail_25min_5hr,FR5346,SP-RNG,25,C,FALSE,
01-Apr-26,20:20,FR7079,Porto�(OPO),OPO,Ryanair,B38M,EI-IFZ,EI-IFZ,exact_tail_25min_5hr,FR7078,EI-IFZ,25,C,FALSE,
01-Apr-26,20:25,FR341,London�(LTN),LTN,Ryanair,B738,9H-QFE,9H-QFE,exact_tail_25min_5hr,FR342,9H-QFE,30,C,FALSE,
01-Apr-26,20:30,FR7063,Alicante�(ALC),ALC,Ryanair,B38M,EI-IHA,EI-IHA,exact_tail_25min_5hr,FR7062,EI-IHA,25,C,FALSE,
01-Apr-26,20:35,FR456,Leeds�(LBA),LBA,Ryanair,B38M,9H-VVL,9H-VVL,exact_tail_25min_5hr,FR457,9H-VVL,25,C,FALSE,
01-Apr-26,20:35,FR5325,Kosice�(KSC),KSC,Ryanair,B38M,EI-IHM,EI-IHM,exact_tail_25min_5hr,FR255,EI-IHM,25,C,FALSE,
01-Apr-26,20:38,5X249,Shannon�(SNN),SNN,UPS,B763,N391UP,N391UP,exact_tail_25min_5hr,5X249,N391UP,41,D,FALSE,
01-Apr-26,20:40,FR1975,Poznan�(POZ),POZ,Ryanair,B738,SP-RSU,SP-RSU,exact_tail_25min_5hr,FR1974,SP-RSU,25,C,FALSE,
01-Apr-26,20:45,FR3382,Manchester�(MAN),MAN,Ryanair,B738,SP-RND,SP-RND,exact_tail_25min_5hr,FR5563,SP-RND,25,C,FALSE,
01-Apr-26,20:55,EI177,London�(LHR),LHR,Aer Lingus,A20N,EI-NSA,EI-NSA,exact_tail_overnight_5hr_16hr,EI680,EI-NSA,560,C,FALSE,
01-Apr-26,20:55,EI3229,Glasgow�(GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,EI-HPK,exact_tail_overnight_5hr_16hr,EA3250,EI-HPK,585,B,FALSE,
01-Apr-26,20:55,VY8722,Barcelona�(BCN),BCN,Vueling,A20N,EC-NIY,EC-NIY,exact_tail_25min_5hr,VY8723,EC-NIY,40,C,FALSE,
01-Apr-26,21:10,EA3343,Jersey�(JER),JER,Aer Lingus Regional,AT76,EI-GPO,EI-GPO,exact_tail_overnight_5hr_16hr,EA3400,EI-GPO,545,B,FALSE,
01-Apr-26,21:10,FR815,Edinburgh�(EDI),EDI,Ryanair,B738,SP-RKV,SP-RKV,,,,,C,FALSE,
01-Apr-26,21:17,5O4394,Shannon�(SNN),SNN,ASL Airlines,B738,F-HIQB,F-HIQB,exact_tail_25min_5hr,5O4394,F-HIQB,43,C,FALSE,
01-Apr-26,21:20,FR291,London�(STN),STN,Ryanair,B738,EI-EVT,EI-EVT,exact_tail_25min_5hr,FR292,EI-EVT,40,C,FALSE,
01-Apr-26,21:20,FR494,Madrid�(MAD),MAD,Ryanair,B38M,EI-HGY,EI-HGY,exact_tail_25min_5hr,FR634,EI-HGY,45,C,FALSE,
01-Apr-26,21:21,,Donegal�(CFN),CFN,Aer Lingus Regional,AT76,EI-HPJ,EI-HPJ,exact_tail_overnight_5hr_16hr,EI3350,EI-HPJ,579,B,FALSE,
